Job Title,Algeria Count,Standardized Percentage Algeria,Bahrain Count,Standardized Percentage Bahrain,Djibouti Count,Standardized Percentage Djibouti,Egypt Count,Standardized Percentage Egypt,Iraq Count,Standardized Percentage Iraq,Jordan Count,Standardized Percentage Jordan,Kuwait Count,Standardized Percentage Kuwait,Lebanon Count,Standardized Percentage Lebanon,Libya Count,Standardized Percentage Libya,Mauritania Count,Standardized Percentage Mauritania,Morocco Count,Standardized Percentage Morocco,Oman Count,Standardized Percentage Oman,Palestine Count,Standardized Percentage Palestine,Qatar Count,Standardized Percentage Qatar,Saudi Arabia Count,Standardized Percentage Saudi Arabia,Somalia Count,Standardized Percentage Somalia,Sudan Count,Standardized Percentage Sudan,Syria Count,Standardized Percentage Syria,Tunisia Count,Standardized Percentage Tunisia,United Arab Emirates Count,Standardized Percentage United Arab Emirates,Yemen Count,Standardized Percentage Yemen,US Count,Standardized Percentage US
irrigation system installer,3,0.00736431,,,,,6,0.00169536,,,4,0.00468647,9,0.00184203,2,0.00129266,,,,,6,0.00701205,,,,,7,0.00223461,16,0.00289562,14,0.05859947,1,0.00670826,,,,,30,0.00259069,,,4,0.0011547
flight test engineer,3,0.00736431,12,0.01191398,,,29,0.00819422,2,0.00388417,4,0.00468647,20,0.00409339,4,0.00258532,,,1,0.0907441,26,0.03038555,,,,,61,0.01947302,46,0.00832492,,,8,0.05366606,,,2,0.00219705,159,0.01373066,2,0.02001001,206,0.05946711
animal feed supervisor,3,0.00736431,,,,,16,0.00452095,1,0.00194209,1,0.00117162,1,0.00020467,7,0.0045243,1,0.01280082,,,8,0.0093494,,,,,7,0.00223461,23,0.00416246,1,0.00418568,1,0.00670826,,,1,0.00109853,13,0.00112263,3,0.03001501,2,0.00057735
tourism policy director,3,0.00736431,8,0.00794265,,,47,0.01328029,9,0.01747878,12,0.01405942,8,0.00163736,7,0.0045243,1,0.01280082,,,20,0.0233735,,,,,37,0.0118115,166,0.0300421,3,0.01255703,10,0.06708258,,,17,0.01867496,172,0.0148533,2,0.02001001,30,0.00866026
boom operator,3,0.00736431,12,0.01191398,,,4,0.00113024,6,0.01165252,,,109,0.022309,2,0.00129266,,,,,1,0.00116867,,,,,37,0.0118115,144,0.02606061,4,0.01674271,,,,,3,0.00329558,51,0.00440418,,,6,0.00173205
investment clerk,3,0.00736431,22,0.0218423,,,31,0.00875934,,,9,0.01054457,17,0.00347939,2,0.00129266,,,,,4,0.0046747,,,,,21,0.00670383,35,0.00633418,,,,,,,2,0.00219705,126,0.0108809,,,29,0.00837158
front line medical receptionist,3,0.00736431,69,0.06850539,,,129,0.03645015,8,0.0155367,32,0.0374918,512,0.10479091,35,0.02262151,3,0.03840246,,,20,0.0233735,,,,,86,0.02745376,67,0.01212542,2,0.00837135,,,5,0.08153947,6,0.00659116,1323,0.11424949,2,0.02001001,396,0.11431541
nursing lecturer,3,0.00736431,22,0.0218423,,,52,0.01469308,10,0.01942087,17,0.01991752,760,0.15554901,17,0.01098759,2,0.02560164,,,13,0.01519277,,,,,119,0.03798834,647,0.11709178,15,0.06278515,,,,,5,0.00549263,426,0.03678782,12,0.12006003,459,0.13250195
residential care home worker,3,0.00736431,8,0.00794265,,,38,0.01073725,2,0.00388417,23,0.02694723,67,0.01371287,17,0.01098759,1,0.01280082,,,10,0.01168675,,,2,0.01765848,28,0.00893843,38,0.00687711,1,0.00418568,1,0.00670826,,,3,0.00329558,144,0.01243532,16,0.16008004,606,0.17493721
armoured car driver,3,0.00736431,,,,,5,0.0014128,,,1,0.00117162,38,0.00777745,,,1,0.01280082,,,,,,,,,,,12,0.00217172,,,,,,,,,17,0.00146806,,,,
mine supervisor,3,0.00736431,136,0.13502512,,,99,0.02797337,29,0.05632052,12,0.01405942,758,0.15513967,195,0.12603413,1,0.01280082,2,0.1814882,18,0.02103615,,,1,0.00882924,566,0.18068405,286,0.05175927,10,0.04185677,8,0.05366606,2,0.03261579,76,0.08348804,1333,0.11511306,3,0.03001501,38,0.01096966
extrusion machine operator,3,0.00736431,7,0.00694982,,,4,0.00113024,,,,,19,0.00388873,,,,,,,10,0.01168675,,,,,5,0.00159615,31,0.00561027,,,,,1,0.01630789,27,0.02966023,24,0.00207255,,,37,0.01068098
water treatment systems operator,3,0.00736431,6,0.00595699,,,18,0.00508607,33,0.06408887,10,0.01171619,26,0.00532141,5,0.00323164,,,,,2,0.00233735,,,2,0.01765848,34,0.01085381,71,0.01284933,2,0.00837135,1,0.00670826,4,0.06523157,7,0.00768969,45,0.00388604,,,13,0.00375278
teacher of talented and gifted students,3,0.00736431,4,0.00397133,,,15,0.00423839,,,9,0.01054457,36,0.00736811,13,0.00840228,6,0.07680492,1,0.0907441,5,0.00584337,,,,,19,0.00606537,30,0.00542929,,,,,,,3,0.00329558,74,0.00639037,,,22,0.00635086
book editor,3,0.00736431,,,,,16,0.00452095,1,0.00194209,4,0.00468647,5,0.00102335,44,0.02843847,,,,,3,0.00350602,,,1,0.00882924,4,0.00127692,37,0.00669613,3,0.01255703,1,0.00670826,,,,,42,0.00362697,1,0.010005,31,0.00894893
boatswain,3,0.00736431,4,0.00397133,,,8,0.00226047,2,0.00388417,2,0.00234324,31,0.00634476,5,0.00323164,2,0.02560164,,,1,0.00116867,,,,,6,0.00191538,13,0.00235269,,,1,0.00670826,,,1,0.00109853,66,0.00569952,,,3,0.00086603
lexicographer,3,0.00736431,,,,,2,0.00056512,,,,,,,1,0.00064633,,,,,1,0.00116867,,,,,,,2,0.00036195,,,,,,,2,0.00219705,1,0.00008636,,,3,0.00086603
special educational needs assistant,3,0.00736431,49,0.04864876,,,68,0.01921403,6,0.01165252,39,0.04569313,17,0.00347939,8,0.00517063,1,0.01280082,2,0.1814882,59,0.06895182,,,,,27,0.0086192,60,0.01085859,53,0.22184086,4,0.02683303,1,0.01630789,19,0.02087201,168,0.01450787,1,0.010005,99,0.02857885
rolling stock engineering drafter,3,0.00736431,1,0.00099283,,,5,0.0014128,,,1,0.00117162,15,0.00307005,2,0.00129266,,,,,3,0.00350602,,,,,6,0.00191538,26,0.00470539,,,,,,,4,0.00439411,11,0.00094992,,,1,0.00028868
aircraft engine inspector,3,0.00736431,2,0.00198566,,,1,0.00028256,1,0.00194209,1,0.00117162,6,0.00122802,,,1,0.01280082,,,2,0.00233735,,,,,8,0.00255384,44,0.00796296,1,0.00418568,,,,,,,7,0.00060449,,,4,0.0011547
construction safety manager,3,0.00736431,18,0.01787097,,,90,0.02543034,35,0.06797304,21,0.02460399,304,0.0622196,8,0.00517063,3,0.03840246,1,0.0907441,29,0.03389157,,,,,188,0.0600152,734,0.13283673,10,0.04185677,20,0.13416516,5,0.08153947,20,0.02197054,525,0.0453371,9,0.09004502,182,0.0525389
university teaching assistant,3,0.00736431,31,0.03077778,,,274,0.07742125,4,0.00776835,39,0.04569313,124,0.02537905,38,0.0245605,1,0.01280082,,,6,0.00701205,,,7,0.0618047,129,0.04118064,95,0.01719277,6,0.02511406,,,1,0.01630789,13,0.01428085,699,0.06036311,,,60,0.01732052
radio technician,3,0.00736431,195,0.19360219,,,52,0.01469308,30,0.05826261,26,0.03046209,255,0.05219078,31,0.02003619,3,0.03840246,2,0.1814882,21,0.02454217,,,,,272,0.0868305,266,0.04813974,7,0.02929974,19,0.1274569,,,15,0.0164779,316,0.02728862,8,0.08004002,126,0.03637308
audio and video equipment shop manager,3,0.00736431,7,0.00694982,,,8,0.00226047,,,2,0.00234324,24,0.00491207,2,0.00129266,,,,,5,0.00584337,,,,,11,0.00351153,29,0.00524832,,,,,,,1,0.00109853,96,0.00829021,,,25,0.00721688
insulation supervisor,3,0.00736431,13,0.01290681,,,2,0.00056512,4,0.00776835,,,51,0.01043816,3,0.00193899,,,,,3,0.00350602,,,,,67,0.02138839,95,0.01719277,,,,,,,,,48,0.00414511,1,0.010005,5,0.00144338
livestock advisor,3,0.00736431,,,,,15,0.00423839,22,0.04272591,9,0.01054457,6,0.00122802,,,,,1,0.0907441,3,0.00350602,,,,,5,0.00159615,108,0.01954546,20,0.08371353,7,0.04695781,,,3,0.00329558,143,0.01234896,6,0.06003002,3,0.00086603
incinerator operator,3,0.00736431,,,,,3,0.00084768,34,0.06603096,2,0.00234324,10,0.0020467,,,1,0.01280082,,,4,0.0046747,,,,,5,0.00159615,9,0.00162879,1,0.00418568,,,,,8,0.00878822,19,0.00164077,,,3,0.00086603
typesetter,3,0.00736431,3,0.0029785,,,10,0.00282559,1,0.00194209,2,0.00234324,92,0.01882962,4,0.00258532,1,0.01280082,,,24,0.0280482,,,,,21,0.00670383,12,0.00217172,5,0.02092838,,,,,15,0.0164779,90,0.00777207,,,9,0.00259808
legal guardian,3,0.00736431,1,0.00099283,,,14,0.00395583,4,0.00776835,8,0.00937295,5,0.00102335,5,0.00323164,5,0.0640041,,,15,0.01753012,,,,,7,0.00223461,19,0.00343855,1,0.00418568,4,0.02683303,1,0.01630789,26,0.0285617,63,0.00544045,,,39,0.01125834
sports journalist,3,0.00736431,7,0.00694982,,,12,0.00339071,4,0.00776835,1,0.00117162,22,0.00450273,4,0.00258532,,,,,3,0.00350602,,,,,12,0.00383076,30,0.00542929,2,0.00837135,,,,,2,0.00219705,15,0.00129535,,,6,0.00173205
stop-motion animator,3,0.00736431,1,0.00099283,,,22,0.0062163,1,0.00194209,11,0.01288781,1,0.00020467,8,0.00517063,,,,,16,0.0186988,,,1,0.00882924,3,0.00095769,6,0.00108586,1,0.00418568,,,1,0.01630789,17,0.01867496,15,0.00129535,,,7,0.00202073
audiology equipment specialised seller,3,0.00736431,6,0.00595699,,,44,0.01243261,1,0.00194209,34,0.03983504,7,0.00143269,7,0.0045243,2,0.02560164,,,64,0.07479519,,,,,11,0.00351153,7,0.00126684,,,1,0.00670826,,,21,0.02306906,59,0.00509503,5,0.05002501,4,0.0011547
filament winding operator,3,0.00736431,,,,,4,0.00113024,,,,,8,0.00163736,,,1,0.01280082,,,7,0.00818072,,,,,,,14,0.00253367,,,,,,,,,12,0.00103628,,,4,0.0011547
helicopter pilot,3,0.00736431,2,0.00198566,,,,,,,3,0.00351486,4,0.00081868,7,0.0045243,,,,,3,0.00350602,,,,,7,0.00223461,35,0.00633418,,,,,,,1,0.00109853,40,0.00345426,,,,
anodising machine operator,3,0.00736431,,,,,,,1,0.00194209,6,0.00702971,3,0.00061401,1,0.00064633,,,,,10,0.01168675,,,,,1,0.00031923,2,0.00036195,1,0.00418568,,,,,5,0.00549263,4,0.00034543,,,3,0.00086603
embalmer,3,0.00736431,2,0.00198566,,,,,,,,,,,,,,,,,2,0.00233735,,,,,,,,,,,,,,,,,,,,,,
textile machine operator,3,0.00736431,,,,,,,,,2,0.00234324,3,0.00061401,,,,,,,8,0.0093494,,,,,1,0.00031923,3,0.00054293,,,,,,,7,0.00768969,6,0.00051814,,,,
live animal transporter,3,0.00736431,,,,,,,,,5,0.00585809,2,0.00040934,,,,,,,1,0.00116867,,,,,,,2,0.00036195,,,,,,,2,0.00219705,2,0.00017271,,,,
dance répétiteur,3,0.00736431,,,,,,,1,0.00194209,19,0.02226076,,,3,0.00193899,,,,,31,0.03622892,,,,,1,0.00031923,,,6,0.02511406,1,0.00670826,,,1,0.00109853,8,0.00069085,,,9,0.00259808
tyre vulcaniser,3,0.00736431,,,,,,,,,4,0.00468647,7,0.00143269,,,1,0.01280082,1,0.0907441,9,0.01051807,,,,,1,0.00031923,7,0.00126684,,,,,,,1,0.00109853,11,0.00094992,,,1,0.00028868
rubber technologist,3,0.00736431,,,,,,,,,1,0.00117162,3,0.00061401,,,,,,,1,0.00116867,,,,,1,0.00031923,12,0.00217172,,,,,,,,,11,0.00094992,,,5,0.00144338
leather goods product developer,3,0.00736431,1,0.00099283,,,,,,,6,0.00702971,4,0.00081868,,,,,,,19,0.02220482,,,,,1,0.00031923,5,0.00090488,1,0.00418568,,,,,6,0.00659116,8,0.00069085,,,2,0.00057735
roofing supervisor,3,0.00736431,6,0.00595699,,,,,1,0.00194209,1,0.00117162,9,0.00184203,13,0.00840228,1,0.01280082,,,5,0.00584337,,,,,32,0.01021535,12,0.00217172,1,0.00418568,,,,,,,60,0.00518138,,,234,0.06755001
pipeline maintenance worker,2,0.00490954,5,0.00496416,,,3,0.00084768,3,0.00582626,6,0.00702971,60,0.01228018,2,0.00129266,2,0.02560164,,,4,0.0046747,,,,,28,0.00893843,44,0.00796296,,,,,,,3,0.00329558,54,0.00466324,1,0.010005,5,0.00144338
campaign canvasser,2,0.00490954,8,0.00794265,,,1,0.00028256,2,0.00388417,2,0.00234324,12,0.00245604,4,0.00258532,1,0.01280082,,,,,,,,,4,0.00127692,296,0.05356904,1,0.00418568,,,,,,,10,0.00086356,5,0.05002501,65,0.01876389
move manager,2,0.00490954,18,0.01787097,,,43,0.01215005,3,0.00582626,20,0.02343237,58,0.01187085,7,0.0045243,,,,,28,0.0327229,,,,,38,0.01213073,164,0.02968014,6,0.02511406,2,0.01341652,3,0.04892368,10,0.01098527,196,0.01692585,1,0.010005,60,0.01732052
vessel engine tester,2,0.00490954,,,,,1,0.00028256,,,5,0.00585809,1,0.00020467,2,0.00129266,,,,,22,0.02571085,,,,,13,0.00414999,8,0.00144781,1,0.00418568,,,,,,,4,0.00034543,,,18,0.00519615
missionary,2,0.00490954,,,,,6,0.00169536,,,2,0.00234324,12,0.00245604,,,2,0.02560164,,,3,0.00350602,,,,,1,0.00031923,2,0.00036195,,,,,,,34,0.03734991,7,0.00060449,,,4,0.0011547
crop production worker,2,0.00490954,7,0.00694982,,,44,0.01243261,10,0.01942087,12,0.01405942,120,0.02456037,5,0.00323164,,,,,,,,,,,7,0.00223461,37,0.00669613,8,0.03348541,2,0.01341652,,,1,0.00109853,43,0.00371332,2,0.02001001,17,0.00490748
loss adjuster,2,0.00490954,6,0.00595699,,,12,0.00339071,4,0.00776835,1,0.00117162,9,0.00184203,4,0.00258532,,,,,2,0.00233735,,,,,17,0.00542691,26,0.00470539,,,2,0.01341652,,,6,0.00659116,48,0.00414511,4,0.04002001,19,0.00548483
intermodal logistics manager,2,0.00490954,3,0.0029785,,,32,0.0090419,7,0.01359461,10,0.01171619,71,0.01453155,4,0.00258532,,,1,0.0907441,10,0.01168675,,,,,43,0.01372688,103,0.01864058,3,0.01255703,2,0.01341652,2,0.03261579,24,0.02636465,160,0.01381702,1,0.010005,17,0.00490748
fuel station specialised seller,2,0.00490954,1,0.00099283,,,6,0.00169536,1,0.00194209,30,0.03514856,34,0.00695877,18,0.01163392,2,0.02560164,,,12,0.0140241,,,,,7,0.00223461,16,0.00289562,7,0.02929974,,,1,0.01630789,10,0.01098527,66,0.00569952,,,23,0.00663953
filigree maker,2,0.00490954,1,0.00099283,,,2,0.00056512,,,,,2,0.00040934,,,,,,,1,0.00116867,,,,,4,0.00127692,7,0.00126684,,,,,,,,,3,0.00025907,,,1,0.00028868
notary,2,0.00490954,,,,,7,0.00197792,,,,,,,7,0.0045243,,,,,,,,,,,1,0.00031923,1,0.00018098,1,0.00418568,,,,,,,30,0.00259069,,,8,0.0023094
vessel steering instructor,2,0.00490954,,,,,1,0.00028256,,,,,1,0.00020467,,,,,,,4,0.0046747,,,,,,,6,0.00108586,1,0.00418568,,,,,1,0.00109853,6,0.00051814,,,24,0.00692821
orthopaedic supplies specialised seller,2,0.00490954,4,0.00397133,,,28,0.00791166,,,21,0.02460399,25,0.00511674,14,0.0090486,,,,,12,0.0140241,,,1,0.00882924,6,0.00191538,52,0.00941078,8,0.03348541,,,,,5,0.00549263,45,0.00388604,2,0.02001001,38,0.01096966
furniture finisher,2,0.00490954,12,0.01191398,,,11,0.00310815,4,0.00776835,4,0.00468647,16,0.00327472,,,,,,,,,,,,,21,0.00670383,18,0.00325758,2,0.00837135,,,,,1,0.00109853,67,0.00578588,,,5,0.00144338
cocktail bartender,2,0.00490954,124,0.12311114,,,57,0.01610588,2,0.00388417,32,0.0374918,98,0.02005764,69,0.04459669,,,,,16,0.0186988,,,,,221,0.07054978,78,0.01411617,10,0.04185677,,,1,0.01630789,,,769,0.06640806,,,47,0.01356774
"import export manager in hardware, plumbing and heating equipment supplies",2,0.00490954,,,,,13,0.00367327,,,1,0.00117162,3,0.00061401,,,,,,,3,0.00350602,,,,,1,0.00031923,8,0.00144781,,,,,,,3,0.00329558,10,0.00086356,,,5,0.00144338
ammunition shop manager,2,0.00490954,,,,,4,0.00113024,14,0.02718922,2,0.00234324,48,0.00982415,,,,,,,5,0.00584337,,,,,26,0.00829997,24,0.00434344,1,0.00418568,,,,,1,0.00109853,12,0.00103628,,,26,0.00750556
land-based machinery operator,2,0.00490954,3,0.0029785,,,2,0.00056512,,,33,0.03866342,39,0.00798212,,,2,0.02560164,,,42,0.04908434,,,,,5,0.00159615,47,0.00850589,2,0.00837135,,,,,11,0.0120838,43,0.00371332,1,0.010005,4,0.0011547
biology lecturer,2,0.00490954,7,0.00694982,,,9,0.00254303,1,0.00194209,2,0.00234324,20,0.00409339,21,0.01357291,1,0.01280082,,,10,0.01168675,,,,,43,0.01372688,73,0.01321128,,,,,2,0.03261579,2,0.00219705,147,0.01269439,,,30,0.00866026
"textiles, textile semi-finished and raw materials distribution manager",2,0.00490954,,,,,15,0.00423839,,,8,0.00937295,6,0.00122802,,,,,1,0.0907441,7,0.00818072,,,,,1,0.00031923,5,0.00090488,3,0.01255703,,,1,0.01630789,6,0.00659116,3,0.00025907,,,4,0.0011547
nursery school head teacher,2,0.00490954,16,0.01588531,,,119,0.03362456,10,0.01942087,42,0.04920799,62,0.01268952,51,0.03296277,1,0.01280082,3,0.2722323,4,0.0046747,,,1,0.00882924,93,0.02968837,65,0.01176347,8,0.03348541,1,0.00670826,1,0.01630789,5,0.00549263,376,0.03247,,,365,0.10536647
hydroelectric plant operator,2,0.00490954,4,0.00397133,,,5,0.0014128,,,4,0.00468647,1,0.00020467,5,0.00323164,,,,,1,0.00116867,,,,,2,0.00063846,9,0.00162879,1,0.00418568,,,,,,,5,0.00043178,,,2,0.00057735
remote sensing technician,2,0.00490954,1,0.00099283,,,7,0.00197792,16,0.03107339,,,32,0.00654943,5,0.00323164,,,,,5,0.00584337,,,,,9,0.00287307,1,0.00018098,3,0.01255703,,,,,2,0.00219705,13,0.00112263,,,11,0.00317543
nuclear medicine radiographer,2,0.00490954,2,0.00198566,,,5,0.0014128,1,0.00194209,1,0.00117162,87,0.01780627,10,0.00646329,,,,,,,,,,,59,0.01883456,74,0.01339226,,,,,1,0.01630789,3,0.00329558,245,0.02115731,,,87,0.02511475
bakery shop manager,2,0.00490954,112,0.11119716,,,102,0.02882105,17,0.03301548,38,0.04452151,947,0.19382225,139,0.08983971,7,0.08960573,,,14,0.01636145,,,,,140,0.04469217,215,0.03890994,11,0.04604244,1,0.00670826,7,0.11415525,3,0.00329558,524,0.04525074,2,0.02001001,272,0.07851967
automated assembly line operator,2,0.00490954,9,0.00893549,,,8,0.00226047,3,0.00582626,12,0.01405942,19,0.00388873,6,0.00387797,,,,,23,0.02687952,,,,,11,0.00351153,39,0.00705808,,,,,,,1,0.00109853,56,0.00483596,1,0.010005,20,0.00577351
parliamentary assistant,2,0.00490954,6,0.00595699,,,30,0.00847678,6,0.01165252,6,0.00702971,18,0.00368406,21,0.01357291,1,0.01280082,,,18,0.02103615,,,,,21,0.00670383,25,0.00452441,5,0.02092838,3,0.02012477,,,17,0.01867496,141,0.01217625,3,0.03001501,10,0.00288675
pump operator,2,0.00490954,9,0.00893549,,,18,0.00508607,,,1,0.00117162,27,0.00552608,,,3,0.03840246,,,2,0.00233735,,,,,36,0.01149227,96,0.01737374,2,0.00837135,,,,,1,0.00109853,122,0.01053548,,,9,0.00259808
food technician,2,0.00490954,69,0.06850539,,,29,0.00819422,74,0.14371444,82,0.09607273,135,0.02763042,90,0.0581696,6,0.07680492,,,6,0.00701205,,,57,0.50326682,71,0.02266531,73,0.01321128,32,0.13394165,95,0.6372845,12,0.19569472,20,0.02197054,482,0.04162378,70,0.70035018,161,0.04647672
camping ground operative,2,0.00490954,11,0.01092115,,,5,0.0014128,7,0.01359461,53,0.06209579,274,0.05607951,14,0.0090486,1,0.01280082,1,0.0907441,6,0.00701205,,,1,0.00882924,139,0.04437294,81,0.01465909,6,0.02511406,5,0.03354129,,,1,0.00109853,255,0.02202088,8,0.08004002,74,0.02136197
electronics production supervisor,2,0.00490954,20,0.01985664,,,59,0.016671,7,0.01359461,15,0.01757428,98,0.02005764,7,0.0045243,,,,,21,0.02454217,,,1,0.00882924,48,0.01532303,152,0.02750842,2,0.00837135,,,,,5,0.00549263,207,0.01787577,1,0.010005,62,0.01789787
wastewater treatment operator,2,0.00490954,,,,,7,0.00197792,,,5,0.00585809,7,0.00143269,,,,,,,2,0.00233735,,,,,27,0.0086192,13,0.00235269,2,0.00837135,1,0.00670826,,,1,0.00109853,18,0.00155441,2,0.02001001,30,0.00866026
foster care support worker,2,0.00490954,,,,,5,0.0014128,,,,,27,0.00552608,1,0.00064633,,,,,1,0.00116867,,,,,,,2,0.00036195,,,1,0.00670826,1,0.01630789,,,15,0.00129535,4,0.04002001,44,0.01270171
agronomic crop production team leader,2,0.00490954,,,,,6,0.00169536,6,0.01165252,3,0.00351486,2,0.00040934,4,0.00258532,,,,,7,0.00818072,,,1,0.00882924,3,0.00095769,10,0.00180976,10,0.04185677,8,0.05366606,,,2,0.00219705,12,0.00103628,1,0.010005,8,0.0023094
fashion model,2,0.00490954,14,0.01389964,,,6,0.00169536,,,,,58,0.01187085,27,0.01745088,,,,,1,0.00116867,,,,,25,0.00798074,14,0.00253367,2,0.00837135,,,2,0.03261579,1,0.00109853,59,0.00509503,1,0.010005,24,0.00692821
personal shopper,2,0.00490954,11,0.01092115,,,14,0.00395583,1,0.00194209,1,0.00117162,95,0.01944363,32,0.02068252,,,,,2,0.00233735,,,,,40,0.01276919,119,0.0215362,2,0.00837135,,,3,0.04892368,35,0.03844844,135,0.01165811,,,109,0.0314656
audio-visual technician,2,0.00490954,27,0.02680646,,,28,0.00791166,7,0.01359461,8,0.00937295,135,0.02763042,9,0.00581696,,,,,1,0.00116867,,,1,0.00882924,104,0.0331999,150,0.02714647,1,0.00418568,3,0.02012477,,,19,0.02087201,168,0.01450787,2,0.02001001,43,0.01241304
house builder,2,0.00490954,31,0.03077778,,,14,0.00395583,2,0.00388417,5,0.00585809,215,0.044004,3,0.00193899,,,,,,,,,,,34,0.01085381,20,0.00361953,3,0.01255703,,,,,12,0.01318232,47,0.00405875,,,97,0.0280015
museum scientist,2,0.00490954,,,,,1,0.00028256,,,3,0.00351486,1,0.00020467,,,,,1,0.0907441,8,0.0093494,,,,,2,0.00063846,1,0.00018098,,,,,,,2,0.00219705,7,0.00060449,,,278,0.08025172
"agriculture, forestry and fishery vocational teacher",2,0.00490954,,,,,2,0.00056512,,,,,1,0.00020467,,,,,,,4,0.0046747,,,,,,,3,0.00054293,,,,,,,1,0.00109853,10,0.00086356,1,0.010005,3,0.00086603
kitchen and bathroom shop manager,2,0.00490954,62,0.06155557,,,58,0.01638844,2,0.00388417,32,0.0374918,791,0.16189377,140,0.09048604,,,,,5,0.00584337,,,,,144,0.04596909,138,0.02497475,16,0.06697083,,,3,0.04892368,8,0.00878822,443,0.03825588,2,0.02001001,144,0.04156924
child welfare worker,2,0.00490954,1,0.00099283,,,20,0.00565119,46,0.089336,136,0.15934014,,,30,0.01938987,16,0.20481311,,,7,0.00818072,,,13,0.11478015,7,0.00223461,5,0.00090488,23,0.09627056,65,0.43603676,,,3,0.00329558,2,0.00017271,25,0.25012506,8,0.0023094
marine engineer,2,0.00490954,28,0.02779929,,,71,0.02006171,1,0.00194209,6,0.00702971,54,0.01105217,,,1,0.01280082,,,9,0.01051807,,,,,264,0.08427666,300,0.05429294,2,0.00837135,,,,,14,0.01537938,770,0.06649441,3,0.03001501,75,0.02165065
casino cashier,2,0.00490954,8,0.00794265,,,62,0.01751868,11,0.02136296,4,0.00468647,109,0.022309,57,0.03684074,,,,,1,0.00116867,,,1,0.00882924,16,0.00510768,18,0.00325758,1,0.00418568,2,0.01341652,,,16,0.01757643,55,0.0047496,,,43,0.01241304
digital games tester,2,0.00490954,,,,,8,0.00226047,,,1,0.00117162,1,0.00020467,,,,,,,1,0.00116867,,,,,2,0.00063846,3,0.00054293,1,0.00418568,,,,,10,0.01098527,16,0.0013817,,,31,0.00894893
mining assistant,2,0.00490954,58,0.05758424,,,5,0.0014128,3,0.00582626,3,0.00351486,,,3,0.00193899,1,0.01280082,,,8,0.0093494,,,,,1,0.00031923,5,0.00090488,3,0.01255703,2,0.01341652,,,21,0.02306906,18,0.00155441,1,0.010005,10,0.00288675
blow moulding machine operator,2,0.00490954,3,0.0029785,,,6,0.00169536,,,1,0.00117162,6,0.00122802,,,1,0.01280082,,,1,0.00116867,,,,,4,0.00127692,22,0.00398148,,,,,,,,,13,0.00112263,,,6,0.00173205
promotion assistant,2,0.00490954,5,0.00496416,,,40,0.01130237,5,0.00971043,13,0.01523104,32,0.00654943,11,0.00710962,,,,,5,0.00584337,,,1,0.00882924,31,0.00989612,32,0.00579125,1,0.00418568,2,0.01341652,,,12,0.01318232,101,0.00872199,2,0.02001001,37,0.01068098
venue programmer,2,0.00490954,6,0.00595699,,,11,0.00310815,4,0.00776835,6,0.00702971,3,0.00061401,8,0.00517063,3,0.03840246,,,6,0.00701205,,,,,29,0.00925766,11,0.00199074,,,,,1,0.01630789,6,0.00659116,21,0.00181348,,,37,0.01068098
crisis helpline operator,2,0.00490954,5,0.00496416,,,19,0.00536863,6,0.01165252,18,0.02108914,85,0.01739693,13,0.00840228,,,,,12,0.0140241,,,,,6,0.00191538,11,0.00199074,8,0.03348541,,,,,30,0.03295581,194,0.01675314,7,0.07003502,37,0.01068098
orthoptist,2,0.00490954,2,0.00198566,,,9,0.00254303,2,0.00388417,3,0.00351486,9,0.00184203,1,0.00064633,1,0.01280082,,,11,0.01285542,,,,,9,0.00287307,9,0.00162879,,,,,,,30,0.03295581,57,0.00492231,,,21,0.00606218
Steiner school teacher,2,0.00490954,4,0.00397133,,,8,0.00226047,2,0.00388417,32,0.0374918,19,0.00388873,10,0.00646329,2,0.02560164,,,5,0.00584337,,,19,0.16775561,2,0.00063846,12,0.00217172,,,,,,,1,0.00109853,31,0.00267705,3,0.03001501,16,0.0046188
chief ICT security officer,2,0.00490954,76,0.07545521,,,119,0.03362456,35,0.06797304,37,0.04334989,65,0.01330353,13,0.00840228,4,0.05120328,,,27,0.03155422,,,3,0.02648773,135,0.04309602,340,0.061532,16,0.06697083,17,0.11404038,3,0.04892368,74,0.08129099,429,0.03704689,13,0.13006503,294,0.08487053
electronic musical instrument maker,2,0.00490954,,,,,3,0.00084768,,,,,,,1,0.00064633,,,,,,,,,,,,,2,0.00036195,,,,,,,5,0.00549263,4,0.00034543,,,,
home care aide,2,0.00490954,34,0.03375628,,,36,0.01017214,2,0.00388417,13,0.01523104,156,0.03192848,30,0.01938987,1,0.01280082,,,19,0.02220482,,,1,0.00882924,207,0.06608056,70,0.01266835,6,0.02511406,3,0.02012477,4,0.06523157,5,0.00549263,574,0.04956856,7,0.07003502,2468,0.71245056
fruit and vegetable canner,2,0.00490954,11,0.01092115,,,1,0.00028256,,,,,20,0.00409339,,,,,,,,,,,,,6,0.00191538,2,0.00036195,,,,,,,,,21,0.00181348,1,0.010005,,
solar energy technician,2,0.00490954,6,0.00595699,,,65,0.01836636,4,0.00776835,30,0.03514856,29,0.00593542,26,0.01680455,1,0.01280082,6,0.54446461,27,0.03155422,,,2,0.01765848,53,0.01691918,60,0.01085859,13,0.0544138,2,0.01341652,2,0.03261579,59,0.06481309,180,0.01554415,6,0.06003002,250,0.07216882
