Job Title,Algeria Count,Standardized Percentage Algeria,Bahrain Count,Standardized Percentage Bahrain,Djibouti Count,Standardized Percentage Djibouti,Egypt Count,Standardized Percentage Egypt,Iraq Count,Standardized Percentage Iraq,Jordan Count,Standardized Percentage Jordan,Kuwait Count,Standardized Percentage Kuwait,Lebanon Count,Standardized Percentage Lebanon,Libya Count,Standardized Percentage Libya,Mauritania Count,Standardized Percentage Mauritania,Morocco Count,Standardized Percentage Morocco,Oman Count,Standardized Percentage Oman,Palestine Count,Standardized Percentage Palestine,Qatar Count,Standardized Percentage Qatar,Saudi Arabia Count,Standardized Percentage Saudi Arabia,Somalia Count,Standardized Percentage Somalia,Sudan Count,Standardized Percentage Sudan,Syria Count,Standardized Percentage Syria,Tunisia Count,Standardized Percentage Tunisia,United Arab Emirates Count,Standardized Percentage United Arab Emirates,Yemen Count,Standardized Percentage Yemen,US Count,Standardized Percentage US
venue director,31,0.0760979,105,0.10424733,,,177,0.050013,60,0.11652522,73,0.08552817,93,0.01903429,72,0.04653568,22,0.28161802,,,85,0.09933736,,,3,0.02648773,403,0.12864959,384,0.06949497,25,0.10464192,44,0.29516335,7,0.11415525,25,0.02746317,887,0.07659811,48,0.48024012,119,0.03435236
mediator,31,0.0760979,,,,,34,0.00960702,17,0.03301548,35,0.04100665,4,0.00081868,10,0.00646329,,,,,31,0.03622892,,,1,0.00882924,3,0.00095769,14,0.00253367,8,0.03348541,4,0.02683303,3,0.04892368,36,0.03954697,67,0.00578588,1,0.010005,13,0.00375278
hospitality revenue manager,31,0.0760979,161,0.15984591,,,181,0.05114323,22,0.04272591,69,0.08084169,147,0.03008645,70,0.04524302,,,,,168,0.19633737,,,,,223,0.07118824,400,0.07239059,19,0.07952786,4,0.02683303,5,0.08153947,33,0.03625139,1187,0.10250503,3,0.03001501,221,0.06379723
ICT buyer,31,0.0760979,5,0.00496416,,,46,0.01299773,2,0.00388417,39,0.04569313,49,0.01002882,36,0.02326784,3,0.03840246,,,44,0.05142169,,,1,0.00882924,29,0.00925766,50,0.00904882,6,0.02511406,1,0.00670826,1,0.01630789,62,0.06810867,125,0.01079455,,,18,0.00519615
presenter,31,0.0760979,68,0.06751256,,,247,0.06979215,15,0.0291313,83,0.09724435,76,0.0155549,32,0.02068252,3,0.03840246,,,37,0.04324097,,,1,0.00882924,285,0.09098048,235,0.04252947,7,0.02929974,6,0.04024955,1,0.01630789,59,0.06481309,679,0.05863598,6,0.06003002,23,0.00663953
airport operations officer,31,0.0760979,37,0.03673477,,,184,0.05199091,124,0.24081878,142,0.16636986,164,0.03356584,151,0.09759566,3,0.03840246,,,19,0.02220482,,,25,0.22073106,246,0.07853052,271,0.04904463,19,0.07952786,23,0.15428993,,,18,0.01977348,515,0.04447354,22,0.22011006,113,0.03262031
market research analyst,31,0.0760979,77,0.07644805,,,367,0.10369927,22,0.04272591,94,0.11013216,155,0.03172381,102,0.06592554,3,0.03840246,,,64,0.07479519,,,3,0.02648773,87,0.02777299,330,0.05972224,10,0.04185677,15,0.10062387,7,0.11415525,41,0.0450396,627,0.05414545,16,0.16008004,303,0.08746861
digital media designer,31,0.0760979,63,0.0625484,,,335,0.09465737,21,0.04078383,71,0.08318493,129,0.0264024,350,0.2262151,2,0.02560164,,,41,0.04791567,,,2,0.01765848,446,0.14237647,169,0.03058502,8,0.03348541,13,0.08720735,5,0.08153947,56,0.06151751,624,0.05388638,5,0.05002501,263,0.0759216
commissioning technician,31,0.0760979,52,0.05162725,,,62,0.01751868,213,0.41366452,19,0.02226076,204,0.04175263,2,0.00129266,3,0.03840246,,,20,0.0233735,,,,,419,0.13375727,347,0.06279884,11,0.04604244,1,0.00670826,1,0.01630789,40,0.04394108,342,0.02953388,2,0.02001001,177,0.05109552
medical administrative assistant,31,0.0760979,15,0.01489248,,,102,0.02882105,39,0.07574139,37,0.04334989,135,0.02763042,149,0.096303,5,0.0640041,,,30,0.03506025,,,2,0.01765848,59,0.01883456,136,0.0246128,17,0.0711565,10,0.06708258,1,0.01630789,31,0.03405433,309,0.02668412,29,0.29014507,987,0.28492249
healthcare institution manager,31,0.0760979,22,0.0218423,,,156,0.04407925,42,0.08156765,29,0.03397694,299,0.06119625,43,0.02779214,7,0.08960573,,,28,0.0327229,,,3,0.02648773,122,0.03894603,403,0.07293352,24,0.10045624,36,0.24149728,11,0.17938682,29,0.03185728,876,0.07564819,22,0.22011006,428,0.12355302
night auditor,30,0.07364313,104,0.1032545,,,191,0.05396883,7,0.01359461,99,0.11599025,59,0.01207551,293,0.18937435,5,0.0640041,,,97,0.11336146,,,,,337,0.10758043,247,0.04470119,5,0.02092838,1,0.00670826,3,0.04892368,90,0.09886742,527,0.04550981,2,0.02001001,302,0.08717993
product quality inspector,30,0.07364313,50,0.04964159,,,284,0.08024684,107,0.20780331,56,0.06561065,335,0.06856436,133,0.08596174,1,0.01280082,3,0.2722323,84,0.09816869,,,1,0.00882924,457,0.145888,1271,0.2300211,6,0.02511406,16,0.10733213,4,0.06523157,82,0.0900792,776,0.06701255,6,0.06003002,316,0.09122139
electrician,30,0.07364313,555,0.55102162,,,99,0.02797337,312,0.60593113,33,0.03866342,3151,0.64491437,119,0.07691313,,,2,0.1814882,29,0.03389157,,,,,1986,0.63399031,2691,0.4870077,12,0.05022812,6,0.04024955,11,0.17938682,80,0.08788215,4334,0.37426856,6,0.06003002,208,0.06004446
primary school teacher,30,0.07364313,147,0.14594627,,,406,0.11471908,11,0.02136296,81,0.09490112,812,0.16619183,178,0.11504654,11,0.14080901,6,0.54446461,31,0.03622892,,,3,0.02648773,504,0.1608918,537,0.09718437,9,0.03767109,2,0.01341652,6,0.09784736,54,0.05932045,2487,0.21476832,5,0.05002501,197,0.05686903
drilling engineer,30,0.07364313,14,0.01389964,,,115,0.03249432,69,0.134004,5,0.00585809,297,0.06078691,,,11,0.14080901,,,2,0.00233735,,,1,0.00882924,347,0.11077273,644,0.11654885,28,0.11719895,,,1,0.01630789,16,0.01757643,646,0.05578622,1,0.010005,12,0.0034641
property acquisitions manager,30,0.07364313,47,0.04666309,,,268,0.07572589,33,0.06408887,73,0.08552817,129,0.0264024,25,0.01615822,2,0.02560164,,,16,0.0186988,,,1,0.00882924,255,0.08140359,170,0.030766,11,0.04604244,2,0.01341652,2,0.03261579,3,0.00329558,710,0.06131303,3,0.03001501,204,0.05888975
ICT business analyst,30,0.07364313,38,0.03772761,,,179,0.05057812,23,0.044668,46,0.05389446,102,0.02087631,51,0.03296277,1,0.01280082,2,0.1814882,118,0.13790363,,,,,154,0.04916138,217,0.0392719,14,0.05859947,15,0.10062387,4,0.06523157,109,0.11973943,351,0.03031109,16,0.16008004,192,0.05542565
higher education lecturer,30,0.07364313,35,0.03474911,,,113,0.0319292,6,0.01165252,19,0.02226076,76,0.0155549,41,0.02649948,2,0.02560164,,,13,0.01519277,,,7,0.0618047,100,0.03192298,105,0.01900253,,,,,,,22,0.02416759,182,0.01571686,3,0.03001501,28,0.00808291
eBusiness manager,30,0.07364313,60,0.05956991,,,613,0.17320886,17,0.03301548,55,0.06443903,362,0.07409045,226,0.14607032,2,0.02560164,2,0.1814882,61,0.07128917,,,2,0.01765848,210,0.06703825,437,0.07908672,10,0.04185677,1,0.00670826,15,0.2446184,57,0.06261603,1636,0.14127904,2,0.02001001,275,0.0793857
regional development policy officer,30,0.07364313,12,0.01191398,,,147,0.04153622,59,0.11458313,277,0.32453838,4,0.00081868,57,0.03684074,9,0.11520737,10,0.90744102,42,0.04908434,,,4,0.03531697,29,0.00925766,105,0.01900253,58,0.24276924,53,0.35553767,5,0.08153947,49,0.05382782,270,0.02331622,26,0.26013007,109,0.0314656
sales processor,30,0.07364313,36,0.03574194,,,272,0.07685613,17,0.03301548,25,0.02929047,223,0.04564135,96,0.06204757,3,0.03840246,,,58,0.06778314,,,,,107,0.03415758,308,0.05574075,3,0.01255703,11,0.07379084,2,0.03261579,36,0.03954697,621,0.05362731,4,0.04002001,258,0.07447822
head pastry chef,30,0.07364313,131,0.13006096,,,85,0.02401754,7,0.01359461,54,0.06326741,350,0.07163441,134,0.08660807,2,0.02560164,5,0.45372051,48,0.05609639,,,,,352,0.11236888,320,0.05791247,7,0.02929974,,,1,0.01630789,19,0.02087201,824,0.07115766,2,0.02001001,6,0.00173205
video and motion picture director,30,0.07364313,29,0.02879212,,,29,0.00819422,8,0.0155367,19,0.02226076,25,0.00511674,13,0.00840228,,,,,18,0.02103615,,,7,0.0618047,32,0.01021535,180,0.03257577,1,0.00418568,3,0.02012477,,,52,0.0571234,517,0.04464625,1,0.010005,150,0.04330129
ICT account manager,30,0.07364313,72,0.07148389,,,599,0.16925303,31,0.0602047,68,0.07967007,206,0.04216197,101,0.06527921,4,0.05120328,,,65,0.07596386,,,1,0.00882924,201,0.06416518,874,0.15817344,9,0.03767109,12,0.08049909,4,0.06523157,55,0.06041898,774,0.06683984,5,0.05002501,362,0.10450045
government planning inspector,29,0.07118835,18,0.01787097,,,330,0.09324457,36,0.06991513,37,0.04334989,213,0.04359466,24,0.01551189,1,0.01280082,1,0.0907441,31,0.03622892,,,4,0.03531697,256,0.08172282,603,0.10912882,28,0.11719895,4,0.02683303,3,0.04892368,42,0.04613813,712,0.06148574,4,0.04002001,38,0.01096966
logistics analyst,29,0.07118835,107,0.106233,,,887,0.25063011,207,0.402012,147,0.17222795,718,0.14695288,293,0.18937435,12,0.15360983,4,0.36297641,151,0.1764699,,,47,0.4149744,309,0.098642,675,0.12215912,75,0.31392575,86,0.57691018,17,0.27723418,205,0.22519801,2301,0.19870604,66,0.66033017,322,0.09295344
advertising sales agent,29,0.07118835,38,0.03772761,,,174,0.04916532,29,0.05632052,28,0.03280532,185,0.0378639,57,0.03684074,4,0.05120328,,,25,0.02921687,,,,,109,0.03479604,186,0.03366162,14,0.05859947,4,0.02683303,1,0.01630789,13,0.01428085,419,0.03618332,6,0.06003002,104,0.03002223
human resources assistant,29,0.07118835,138,0.13701078,,,627,0.17716469,124,0.24081878,281,0.32922486,860,0.17601598,373,0.24108066,18,0.23041475,3,0.2722323,85,0.09933736,,,25,0.22073106,537,0.17142638,769,0.13917091,100,0.41856766,85,0.57020192,17,0.27723418,470,0.51630763,3859,0.33324928,56,0.56028014,286,0.08256113
assayer,29,0.07118835,5,0.00496416,,,11,0.00310815,6,0.01165252,98,0.11481863,40,0.00818679,33,0.02132885,,,2,0.1814882,46,0.05375904,,,,,31,0.00989612,13,0.00235269,1,0.00418568,,,,,17,0.01867496,31,0.00267705,2,0.02001001,2,0.00057735
billing clerk,29,0.07118835,95,0.09431902,,,666,0.1881845,88,0.17090365,86,0.10075921,187,0.03827324,377,0.24366598,4,0.05120328,1,0.0907441,65,0.07596386,,,3,0.02648773,317,0.10119583,526,0.09519363,16,0.06697083,15,0.10062387,9,0.14677104,172,0.18894662,1357,0.11718561,15,0.15007504,1104,0.3186975
blender operator,29,0.07118835,58,0.05758424,,,47,0.01328029,47,0.09127809,20,0.02343237,210,0.04298065,152,0.09824199,2,0.02560164,1,0.0907441,51,0.05960242,,,,,148,0.047246,357,0.0646086,6,0.02511406,3,0.02012477,,,105,0.11534532,313,0.02702955,3,0.03001501,96,0.02771283
sales support assistant,29,0.07118835,120,0.11913981,,,608,0.17179606,68,0.13206191,174,0.20386166,521,0.10663294,320,0.20682523,19,0.24321557,,,223,0.26061449,,,13,0.11478015,354,0.11300734,779,0.14098068,31,0.12975598,14,0.09391561,8,0.13046314,81,0.08898068,1642,0.14179718,15,0.15007504,318,0.09179874
logistics engineer,29,0.07118835,10,0.00992832,,,232,0.06555376,112,0.21751374,52,0.06092417,226,0.04625536,67,0.04330403,5,0.0640041,,,57,0.06661447,,,14,0.12360939,100,0.03192298,272,0.0492256,14,0.05859947,27,0.18112296,5,0.08153947,52,0.0571234,652,0.05630436,36,0.36018009,109,0.0314656
debt collector,29,0.07118835,25,0.02482079,,,217,0.06131537,13,0.02524713,15,0.01757428,147,0.03008645,161,0.10405895,8,0.10240655,,,29,0.03389157,,,2,0.01765848,182,0.05809982,224,0.04053873,86,0.35996819,2,0.01341652,2,0.03261579,173,0.19004515,576,0.04974128,,,99,0.02857885
healthcare consultant,29,0.07118835,30,0.02978495,,,240,0.06781423,22,0.04272591,107,0.1253632,135,0.02763042,93,0.06010858,11,0.14080901,1,0.0907441,93,0.10868676,,,6,0.05297545,173,0.05522675,868,0.15708758,32,0.13394165,31,0.20795599,4,0.06523157,72,0.07909394,742,0.06407644,35,0.35017509,336,0.09699489
office clerk,29,0.07118835,52,0.05162725,,,48,0.01356285,109,0.21168748,44,0.05155122,302,0.06181026,57,0.03684074,10,0.12800819,,,16,0.0186988,,,2,0.01765848,229,0.07310362,330,0.05972224,35,0.14649868,2,0.01341652,1,0.01630789,50,0.05492634,1455,0.12564854,8,0.08004002,131,0.03781646
performance video designer,28,0.06873358,35,0.03474911,,,154,0.04351413,18,0.03495757,28,0.03280532,53,0.0108475,77,0.04976732,,,,,29,0.03389157,,,1,0.00882924,28,0.00893843,40,0.00723906,6,0.02511406,6,0.04024955,1,0.01630789,34,0.03734991,210,0.01813484,2,0.02001001,101,0.0291562
chemical plant control room operator,28,0.06873358,12,0.01191398,,,18,0.00508607,23,0.044668,40,0.04686475,84,0.01719226,44,0.02843847,,,1,0.0907441,54,0.06310844,,,6,0.05297545,80,0.02553838,85,0.015383,8,0.03348541,1,0.00670826,,,15,0.0164779,126,0.0108809,1,0.010005,26,0.00750556
data protection officer,28,0.06873358,42,0.04169893,,,78,0.02203963,38,0.0737993,131,0.15348205,24,0.00491207,34,0.02197518,11,0.14080901,,,54,0.06310844,,,4,0.03531697,99,0.03160375,249,0.04506314,29,0.12138462,47,0.31528812,1,0.01630789,44,0.04833518,349,0.03013838,21,0.21010505,353,0.10190237
materials engineer,27,0.06627881,30,0.02978495,,,329,0.09296201,85,0.16507739,32,0.0374918,158,0.03233782,32,0.02068252,2,0.02560164,3,0.2722323,32,0.03739759,,,,,458,0.14620723,836,0.15129633,14,0.05859947,6,0.04024955,3,0.04892368,23,0.02526612,903,0.07797981,3,0.03001501,194,0.056003
microbiologist,27,0.06627881,2,0.00198566,,,70,0.01977915,1,0.00194209,9,0.01054457,88,0.01801094,8,0.00517063,1,0.01280082,1,0.0907441,17,0.01986747,,,1,0.00882924,37,0.0118115,120,0.02171718,4,0.01674271,2,0.01341652,3,0.04892368,10,0.01098527,109,0.00941285,,,46,0.01327906
security manager,27,0.06627881,141,0.13998928,,,345,0.09748296,215,0.4175487,109,0.12770644,382,0.07818384,133,0.08596174,18,0.23041475,2,0.1814882,87,0.10167471,,,17,0.15009712,431,0.13758803,714,0.1292172,53,0.22184086,72,0.48299457,9,0.14677104,160,0.1757643,1309,0.1130405,37,0.37018509,409,0.11806819
middle office analyst,27,0.06627881,23,0.02283513,,,126,0.03560247,58,0.11264104,35,0.04100665,71,0.01453155,11,0.00710962,1,0.01280082,1,0.0907441,78,0.09115664,,,1,0.00882924,120,0.03830757,163,0.02949917,3,0.01255703,3,0.02012477,,,22,0.02416759,236,0.02038011,,,204,0.05888975
gravure press operator,27,0.06627881,7,0.00694982,,,7,0.00197792,1,0.00194209,12,0.01405942,5,0.00102335,5,0.00323164,,,,,33,0.03856627,,,1,0.00882924,8,0.00255384,27,0.00488636,2,0.00837135,,,,,16,0.01757643,30,0.00259069,1,0.010005,3,0.00086603
architecture lecturer,27,0.06627881,10,0.00992832,,,101,0.02853849,4,0.00776835,18,0.02108914,64,0.01309886,30,0.01938987,3,0.03840246,,,32,0.03739759,,,,,27,0.0086192,192,0.03474748,10,0.04185677,,,1,0.01630789,20,0.02197054,152,0.01312617,1,0.010005,38,0.01096966
security alarm investigator,26,0.06382404,13,0.01290681,,,48,0.01356285,32,0.06214678,64,0.0749836,112,0.02292301,13,0.00840228,3,0.03840246,2,0.1814882,76,0.08881929,,,1,0.00882924,72,0.02298454,108,0.01954546,27,0.11301327,2,0.01341652,1,0.01630789,30,0.03295581,126,0.0108809,34,0.34017009,52,0.01501111
patient transport services driver,26,0.06382404,12,0.01191398,,,36,0.01017214,6,0.01165252,29,0.03397694,594,0.12157383,18,0.01163392,2,0.02560164,,,65,0.07596386,,,1,0.00882924,44,0.01404611,85,0.015383,11,0.04604244,,,1,0.01630789,13,0.01428085,114,0.00984463,4,0.04002001,223,0.06437459
educational researcher,26,0.06382404,7,0.00694982,,,38,0.01073725,14,0.02718922,45,0.05272284,13,0.00266071,67,0.04330403,,,1,0.0907441,99,0.11569881,,,7,0.0618047,13,0.00414999,146,0.02642257,18,0.07534218,3,0.02012477,,,31,0.03405433,91,0.00785843,1,0.010005,33,0.00952628
social work researcher,26,0.06382404,,,,,20,0.00565119,10,0.01942087,7,0.00820133,4,0.00081868,17,0.01098759,,,,,3,0.00350602,,,4,0.03531697,17,0.00542691,24,0.00434344,1,0.00418568,4,0.02683303,,,5,0.00549263,50,0.00431782,3,0.03001501,29,0.00837158
equipment engineer,26,0.06382404,25,0.02482079,,,360,0.10172135,18,0.03495757,32,0.0374918,139,0.02844909,12,0.00775595,1,0.01280082,,,81,0.09466266,,,2,0.01765848,204,0.06512287,424,0.07673403,10,0.04185677,3,0.02012477,1,0.01630789,34,0.03734991,592,0.05112298,11,0.11005503,281,0.08111775
store detective,26,0.06382404,68,0.06751256,,,198,0.05594674,10,0.01942087,47,0.05506608,173,0.03540787,49,0.03167011,7,0.08960573,,,9,0.01051807,,,1,0.00882924,163,0.05203445,299,0.05411197,11,0.04604244,5,0.03354129,,,43,0.04723666,305,0.0263387,4,0.04002001,131,0.03781646
ICT system analyst,25,0.06136927,31,0.03077778,,,175,0.04944788,11,0.02136296,54,0.06326741,151,0.03090513,37,0.02391417,,,1,0.0907441,76,0.08881929,,,7,0.0618047,200,0.06384595,401,0.07257157,10,0.04185677,12,0.08049909,2,0.03261579,76,0.08348804,260,0.02245266,4,0.04002001,441,0.12730579
advertising manager,25,0.06136927,38,0.03772761,,,167,0.0471874,11,0.02136296,42,0.04920799,72,0.01473622,62,0.04007239,2,0.02560164,1,0.0907441,36,0.04207229,,,1,0.00882924,56,0.01787687,252,0.04560607,23,0.09627056,16,0.10733213,2,0.03261579,29,0.03185728,546,0.04715058,7,0.07003502,242,0.06985942
stonemason,25,0.06136927,263,0.26111475,,,28,0.00791166,26,0.05049426,11,0.01288781,511,0.10458624,1,0.00064633,,,,,10,0.01168675,,,,,1096,0.34987582,280,0.05067341,9,0.03767109,1,0.00670826,,,6,0.00659116,1477,0.12754838,,,10,0.00288675
clinical informatics manager,25,0.06136927,10,0.00992832,,,70,0.01977915,3,0.00582626,27,0.03163371,66,0.0135082,19,0.01228025,2,0.02560164,,,19,0.02220482,,,,,62,0.01979225,198,0.03583334,16,0.06697083,10,0.06708258,1,0.01630789,7,0.00768969,122,0.01053548,14,0.14007004,280,0.08082908
digital prototyper,25,0.06136927,3,0.0029785,,,13,0.00367327,,,8,0.00937295,10,0.0020467,12,0.00775595,,,,,87,0.10167471,,,,,16,0.00510768,26,0.00470539,7,0.02929974,1,0.00670826,,,33,0.03625139,50,0.00431782,1,0.010005,18,0.00519615
clarifier,25,0.06136927,46,0.04567026,,,5,0.0014128,4,0.00776835,16,0.0187459,521,0.10663294,22,0.01421923,,,,,27,0.03155422,,,,,80,0.02553838,75,0.01357324,21,0.08789921,7,0.04695781,1,0.01630789,26,0.0285617,393,0.03393806,,,10,0.00288675
road transport maintenance scheduler,25,0.06136927,6,0.00595699,,,18,0.00508607,12,0.02330504,12,0.01405942,71,0.01453155,14,0.0090486,,,3,0.2722323,26,0.03038555,,,,,35,0.01117304,90,0.01628788,6,0.02511406,1,0.00670826,1,0.01630789,5,0.00549263,43,0.00371332,1,0.010005,48,0.01385641
art director,25,0.06136927,62,0.06155557,,,355,0.10030855,36,0.06991513,81,0.09490112,146,0.02988178,348,0.22492244,7,0.08960573,,,41,0.04791567,,,1,0.00882924,449,0.14333416,514,0.09302191,1,0.00418568,3,0.02012477,7,0.11415525,105,0.11534532,806,0.06960324,2,0.02001001,138,0.03983719
ICT presales engineer,25,0.06136927,72,0.07148389,,,549,0.15512506,16,0.03107339,84,0.09841597,689,0.14101745,89,0.05752327,1,0.01280082,,,119,0.13907231,,,,,152,0.04852292,592,0.10713807,24,0.10045624,11,0.07379084,5,0.08153947,113,0.12413354,548,0.0473233,1,0.010005,105,0.0303109
pastry maker,24,0.0589145,188,0.18665237,,,64,0.0180838,10,0.01942087,94,0.11013216,516,0.10560959,110,0.07109617,16,0.20481311,,,25,0.02921687,,,,,334,0.10662274,235,0.04252947,7,0.02929974,1,0.00670826,8,0.13046314,14,0.01537938,981,0.08471561,1,0.010005,18,0.00519615
animator,24,0.0589145,50,0.04964159,,,93,0.02627802,3,0.00582626,62,0.07264036,47,0.00961948,182,0.11763185,2,0.02560164,,,70,0.08180724,,,,,374,0.11939193,256,0.04632998,2,0.00837135,15,0.10062387,,,42,0.04613813,205,0.01770306,,,18,0.00519615
production engineering technician,24,0.0589145,1,0.00099283,,,52,0.01469308,29,0.05632052,13,0.01523104,90,0.01842028,15,0.00969493,,,,,40,0.04674699,,,,,84,0.0268153,87,0.01574495,8,0.03348541,,,4,0.06523157,78,0.0856851,133,0.0114854,2,0.02001001,168,0.04849745
enameller,23,0.05645973,14,0.01389964,,,5,0.0014128,1,0.00194209,6,0.00702971,54,0.01105217,6,0.00387797,,,,,5,0.00584337,,,,,95,0.03032683,30,0.00542929,2,0.00837135,,,1,0.01630789,10,0.01098527,214,0.01848027,,,6,0.00173205
verger,23,0.05645973,5,0.00496416,,,9,0.00254303,7,0.01359461,5,0.00585809,12,0.00245604,9,0.00581696,3,0.03840246,,,15,0.01753012,,,,,6,0.00191538,83,0.01502105,3,0.01255703,,,,,32,0.03515286,34,0.00293612,,,6,0.00173205
synthetic materials engineer,23,0.05645973,1,0.00099283,,,23,0.00649886,1,0.00194209,38,0.04452151,8,0.00163736,1,0.00064633,,,,,66,0.07713254,,,,,14,0.00446922,70,0.01266835,11,0.04604244,,,,,7,0.00768969,60,0.00518138,,,33,0.00952628
corporate banking manager,23,0.05645973,130,0.12906813,,,525,0.14834364,42,0.08156765,63,0.07381198,230,0.04707404,46,0.02973113,4,0.05120328,,,60,0.07012049,,,11,0.09712167,215,0.0686344,296,0.05356904,11,0.04604244,16,0.10733213,6,0.09784736,39,0.04284255,1912,0.1651134,5,0.05002501,652,0.18821628
climatologist,23,0.05645973,,,,,4,0.00113024,21,0.04078383,33,0.03866342,3,0.00061401,,,,,1,0.0907441,51,0.05960242,,,2,0.01765848,2,0.00063846,7,0.00126684,6,0.02511406,3,0.02012477,,,16,0.01757643,25,0.00215891,1,0.010005,9,0.00259808
payroll clerk,23,0.05645973,82,0.0814122,,,1107,0.31279316,25,0.04855217,101,0.11833349,752,0.15391165,203,0.13120476,3,0.03840246,,,98,0.11453013,,,2,0.01765848,409,0.13056497,546,0.09881316,14,0.05859947,15,0.10062387,8,0.13046314,270,0.29660226,1100,0.09499202,4,0.04002001,863,0.24912676
room attendant,23,0.05645973,210,0.20849467,,,190,0.05368627,23,0.044668,63,0.07381198,1013,0.20733045,88,0.05687694,1,0.01280082,,,78,0.09115664,,,,,637,0.20334936,466,0.08433504,19,0.07952786,,,7,0.11415525,28,0.03075875,3428,0.29602968,1,0.010005,55,0.01587714
budget analyst,23,0.05645973,25,0.02482079,,,326,0.09211433,16,0.03107339,53,0.06209579,101,0.02067164,29,0.01874354,3,0.03840246,,,34,0.03973494,,,1,0.00882924,174,0.05554598,388,0.07021887,15,0.06278515,10,0.06708258,3,0.04892368,15,0.0164779,414,0.03575154,6,0.06003002,192,0.05542565
forestry equipment operator,23,0.05645973,,,,,9,0.00254303,11,0.02136296,11,0.01288781,13,0.00266071,7,0.0045243,,,,,53,0.06193977,,,,,11,0.00351153,26,0.00470539,4,0.01674271,3,0.02012477,,,9,0.00988674,18,0.00155441,1,0.010005,13,0.00375278
biomedical engineer,23,0.05645973,23,0.02283513,,,139,0.03927574,16,0.03107339,35,0.04100665,211,0.04318532,103,0.06657187,,,,,12,0.0140241,,,6,0.05297545,78,0.02489992,208,0.03764311,8,0.03348541,1,0.00670826,3,0.04892368,13,0.01428085,308,0.02659777,6,0.06003002,35,0.01010363
online sales channel manager,23,0.05645973,37,0.03673477,,,230,0.06498864,27,0.05243635,29,0.03397694,137,0.02803976,115,0.07432782,2,0.02560164,,,46,0.05375904,,,,,81,0.02585761,334,0.06044614,4,0.01674271,2,0.01341652,4,0.06523157,39,0.04284255,666,0.05751335,1,0.010005,188,0.05427095
spa attendant,23,0.05645973,296,0.2938782,,,243,0.06866191,27,0.05243635,130,0.15231043,271,0.0554655,67,0.04330403,,,,,56,0.06544579,,,,,1001,0.31954899,354,0.06406567,10,0.04185677,,,7,0.11415525,21,0.02306906,1838,0.15872303,6,0.06003002,56,0.01616582
